false;Setting the mode to its current value must have no effect on irrigation. ; Users must be able to set the mode. 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; If a zone's critical moisture level is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;A valve location must be a string of 0 to 24 characters not containing angle brackets ; AquaLush must either not allow an invalid irrigation time setting or validate the new irrigation time setting. 
false;A valve location must be a string of 0 to 24 characters not containing angle brackets ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;A valve location must be a string of 0 to 24 characters not containing angle brackets ; The simulated time consists of the simulated day and the simulated time of day. 
false;A valve location must be a string of 0 to 24 characters not containing angle brackets ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;A valve location must be a string of 0 to 24 characters not containing angle brackets ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location, how long it has been open 
false;A valve location must be a string of 0 to 24 characters not containing angle brackets ; The irrigation time must specify both the days and the time of day when irrigation is to occur. 
false;A valve location must be a string of 0 to 24 characters not containing angle brackets ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
